ID,bars,kpi,State,Selisih,Position,Tahun
174,75,98,tetap,2,5,2025
175,74,85,tetap,1,6,2021
175,62,61,mutasi,2,6,2022
175,89,71,tetap,1,7,2023
175,83,73,tetap,2,7,2024
175,64,100,tetap,3,7,2025
176,84,74,tetap,1,7,2021
176,68,63,tetap,2,7,2022
176,71,91,tetap,3,7,2023
176,73,88,tetap,4,7,2024
176,61,84,tetap,5,7,2025
177,69,65,tetap,1,6,2021
177,61,92,tetap,2,6,2022
177,83,72,tetap,3,6,2023
177,79,78,tetap,4,6,2024
177,64,77,tetap,5,6,2025
178,81,92,tetap,1,5,2021
178,60,66,tetap,2,5,2022
178,98,76,tetap,3,5,2023
178,85,84,tetap,4,5,2024
178,97,73,tetap,5,5,2025
179,89,76,tetap,1,6,2021
179,95,69,tetap,2,6,2022
179,60,74,tetap,3,6,2023
179,67,81,tetap,4,6,2024
179,95,66,tetap,5,6,2025
180,71,85,tetap,1,5,2021
180,85,78,tetap,2,5,2022
180,74,62,tetap,3,5,2023
180,82,61,tetap,4,5,2024
180,73,77,tetap,5,5,2025
181,65,93,tetap,1,5,2021
181,73,82,tetap,2,5,2022
181,60,75,tetap,3,5,2023
181,61,67,tetap,4,5,2024
181,99,86,promosi,5,5,2025
182,62,73,tetap,1,5,2021
182,77,93,tetap,2,5,2022
182,61,100,tetap,3,5,2023
182,70,99,tetap,4,5,2024
182,79,60,tetap,5,5,2025
183,82,68,tetap,1,6,2021
183,89,89,promosi,2,6,2022
183,80,82,tetap,1,5,2023
183,87,95,promosi,2,5,2024
183,69,73,tetap,1,4,2025
184,74,83,tetap,1,6,2021
184,100,84,tetap,2,6,2022
184,97,88,promosi,3,6,2023
184,92,67,tetap,1,5,2024
184,68,97,tetap,2,5,2025
185,89,96,promosi,1,6,2021
185,63,64,mutasi,2,5,2022
185,84,89,tetap,1,6,2023
185,88,82,tetap,2,6,2024
185,93,69,tetap,3,6,2025
186,97,77,tetap,1,7,2021
186,87,61,tetap,2,7,2022
186,73,71,tetap,3,7,2023
186,92,60,tetap,4,7,2024
186,78,68,tetap,5,7,2025
187,82,82,tetap,1,5,2021
187,60,77,tetap,2,5,2022
187,73,82,tetap,3,5,2023
187,68,77,tetap,4,5,2024
187,75,92,tetap,5,5,2025
188,82,60,tetap,1,5,2021
188,64,67,tetap,2,5,2022
188,88,60,tetap,3,5,2023
188,81,60,tetap,4,5,2024
188,68,79,tetap,5,5,2025
189,68,95,tetap,1,6,2021
189,63,87,tetap,2,6,2022
189,72,81,tetap,3,6,2023
189,87,69,tetap,4,6,2024
189,84,90,tetap,5,6,2025
190,72,97,tetap,1,6,2021
190,68,85,tetap,2,6,2022
190,82,77,tetap,3,6,2023
190,65,89,tetap,4,6,2024
190,99,81,tetap,5,6,2025
191,64,86,tetap,1,5,2021
191,89,96,promosi,2,5,2022
191,83,64,tetap,1,4,2023
191,62,97,tetap,2,4,2024
191,96,84,tetap,3,4,2025
192,100,93,promosi,1,7,2021
192,97,81,tetap,1,6,2022
192,70,84,tetap,2,6,2023
192,74,70,tetap,3,6,2024
192,89,77,tetap,4,6,2025
193,68,88,tetap,1,6,2021
193,77,94,tetap,2,6,2022
193,78,76,tetap,3,6,2023
193,76,73,tetap,4,6,2024
193,89,93,promosi,5,6,2025
194,92,64,tetap,1,7,2021
194,86,80,tetap,2,7,2022
194,73,62,tetap,3,7,2023
194,85,76,tetap,4,7,2024
194,82,75,tetap,5,7,2025
195,69,88,tetap,1,6,2021
195,64,63,mutasi,2,6,2022
195,65,69,tetap,1,7,2023
195,61,94,tetap,2,7,2024
195,70,97,tetap,3,7,2025
196,89,77,tetap,1,5,2021
196,66,98,tetap,2,5,2022
196,98,90,promosi,3,5,2023
196,83,91,tetap,1,4,2024
196,87,67,tetap,2,4,2025
197,93,94,promosi,1,7,2021
197,88,86,promosi,2,6,2022
197,70,63,tetap,1,5,2023
197,92,99,promosi,2,5,2024
197,69,69,tetap,1,4,2025
198,93,72,tetap,1,7,2021
198,65,70,tetap,2,7,2022
198,70,94,tetap,3,7,2023
198,75,96,tetap,4,7,2024
198,93,77,tetap,5,7,2025
199,99,100,promosi,1,7,2021
199,86,68,tetap,1,6,2022
199,79,100,tetap,2,6,2023
199,68,61,tetap,3,6,2024
199,69,100,tetap,4,6,2025
200,75,98,tetap,1,5,2021
200,77,80,tetap,2,5,2022
200,80,76,tetap,3,5,2023
200,100,85,promosi,4,5,2024
200,93,85,promosi,5,4,2025
201,69,69,tetap,1,6,2021
201,73,77,tetap,2,6,2022
201,74,73,tetap,3,6,2023
201,88,67,tetap,4,6,2024
201,90,69,tetap,5,6,2025
202,97,73,tetap,1,6,2021
202,82,65,tetap,2,6,2022
202,80,86,tetap,3,6,2023
202,84,89,tetap,4,6,2024
202,73,76,tetap,5,6,2025
203,90,67,tetap,1,7,2021
203,77,74,tetap,2,7,2022
203,72,76,tetap,3,7,2023
203,67,70,tetap,4,7,2024
203,70,98,tetap,5,7,2025
204,93,77,tetap,1,6,2021
204,83,77,tetap,2,6,2022
204,91,66,tetap,3,6,2023
204,71,63,tetap,4,6,2024
204,70,88,tetap,5,6,2025
205,62,81,tetap,1,7,2021
205,83,60,tetap,2,7,2022
205,75,96,tetap,3,7,2023
205,74,95,tetap,4,7,2024
205,85,72,tetap,5,7,2025
206,60,95,tetap,1,6,2021
206,76,66,tetap,2,6,2022
206,90,94,promosi,3,6,2023
206,83,83,tetap,1,5,2024
206,78,79,tetap,2,5,2025
207,71,71,tetap,1,5,2021
207,75,77,tetap,2,5,2022
207,68,88,tetap,3,5,2023
207,95,85,promosi,4,5,2024
207,76,67,tetap,1,4,2025
208,92,98,promosi,1,5,2021
208,71,62,tetap,1,4,2022
208,66,77,tetap,2,4,2023
208,83,87,tetap,3,4,2024
208,93,60,tetap,4,4,2025
209,96,88,promosi,1,6,2021
209,87,89,promosi,2,5,2022
209,82,94,tetap,1,4,2023
209,87,68,tetap,2,4,2024
209,67,60,tetap,3,4,2025
210,71,84,tetap,1,6,2021
210,92,80,tetap,2,6,2022
210,60,70,tetap,3,6,2023
210,77,71,tetap,4,6,2024
210,90,90,promosi,5,6,2025
211,82,76,tetap,1,5,2021
211,74,80,tetap,2,5,2022
211,67,65,tetap,3,5,2023
211,64,91,tetap,4,5,2024
211,93,97,promosi,5,5,2025
212,81,66,tetap,1,6,2021
212,83,80,tetap,2,6,2022
212,90,66,tetap,3,6,2023
212,89,63,tetap,4,6,2024
212,88,68,tetap,5,6,2025
213,74,98,tetap,1,6,2021
213,61,63,mutasi,2,6,2022
213,62,99,tetap,1,7,2023
213,62,78,tetap,2,7,2024
213,66,67,tetap,3,7,2025
214,68,87,tetap,1,5,2021
214,76,93,tetap,2,5,2022
214,89,64,tetap,3,5,2023
214,75,67,tetap,4,5,2024
214,88,83,tetap,5,5,2025
215,98,74,tetap,1,7,2021
215,95,60,tetap,2,7,2022
215,82,81,tetap,3,7,2023
215,65,63,mutasi,4,7,2024
215,82,61,tetap,1,7,2025
216,87,96,promosi,1,5,2021
216,98,97,promosi,2,4,2022
216,71,89,tetap,1,3,2023
216,78,71,tetap,2,3,2024
216,70,72,tetap,3,3,2025
217,94,76,tetap,1,5,2021
217,75,64,tetap,2,5,2022
217,93,96,promosi,3,5,2023
217,79,78,tetap,1,4,2024
217,83,62,tetap,2,4,2025
218,84,93,tetap,1,7,2021
218,68,82,tetap,2,7,2022
218,75,69,tetap,3,7,2023
218,71,65,tetap,4,7,2024
218,74,62,tetap,5,7,2025
219,72,85,tetap,1,5,2021
219,76,95,tetap,2,5,2022
219,61,98,tetap,3,5,2023
219,60,77,tetap,4,5,2024
219,75,96,tetap,5,5,2025
220,85,100,promosi,1,7,2021
220,88,84,tetap,1,6,2022
220,95,63,tetap,2,6,2023
220,87,73,tetap,3,6,2024
220,100,87,promosi,4,6,2025
221,72,79,tetap,1,7,2021
221,89,84,tetap,2,7,2022
221,86,100,promosi,3,7,2023
221,72,67,tetap,1,6,2024
221,71,99,tetap,2,6,2025
222,84,90,tetap,1,5,2021
222,81,93,tetap,2,5,2022
222,87,92,promosi,3,5,2023
222,85,64,tetap,1,4,2024
222,69,60,tetap,2,4,2025
223,60,96,tetap,1,6,2021
223,76,77,tetap,2,6,2022
223,95,82,tetap,3,6,2023
223,77,66,tetap,4,6,2024
223,93,73,tetap,5,6,2025
224,82,85,tetap,1,7,2021
224,63,72,tetap,2,7,2022
224,100,92,promosi,3,7,2023
224,66,62,tetap,1,6,2024
224,91,98,promosi,2,6,2025
225,92,62,tetap,1,6,2021
225,80,78,tetap,2,6,2022
225,68,82,tetap,3,6,2023
225,79,62,tetap,4,6,2024
225,79,82,tetap,5,6,2025
226,80,92,tetap,1,6,2021
226,67,87,tetap,2,6,2022
226,88,91,promosi,3,6,2023
226,78,90,tetap,1,5,2024
226,85,94,promosi,2,5,2025
227,98,85,promosi,1,7,2021
227,95,67,tetap,1,6,2022
227,83,81,tetap,2,6,2023
227,62,68,tetap,3,6,2024
227,75,87,tetap,4,6,2025
228,61,82,tetap,1,5,2021
228,97,87,promosi,2,5,2022
228,69,82,tetap,1,4,2023
228,89,60,tetap,2,4,2024
228,67,62,tetap,3,4,2025
229,90,88,promosi,1,6,2021
229,64,78,tetap,1,5,2022
229,82,85,tetap,2,5,2023
229,69,66,tetap,3,5,2024
229,77,73,tetap,4,5,2025
230,79,97,tetap,1,5,2021
230,88,80,tetap,2,5,2022
230,64,97,tetap,3,5,2023
230,81,97,tetap,4,5,2024
230,80,86,tetap,5,5,2025
231,82,68,tetap,1,6,2021
231,70,82,tetap,2,6,2022
231,68,61,tetap,3,6,2023
231,73,93,tetap,4,6,2024
231,83,82,tetap,5,6,2025
232,93,80,tetap,1,6,2021
232,67,62,tetap,2,6,2022
232,69,68,tetap,3,6,2023
232,79,95,tetap,4,6,2024
232,83,68,tetap,5,6,2025
233,76,72,tetap,1,6,2021
233,92,72,tetap,2,6,2022
233,81,79,tetap,3,6,2023
233,64,91,tetap,4,6,2024
233,92,98,promosi,5,6,2025
234,82,79,tetap,1,6,2021
234,72,79,tetap,2,6,2022
234,74,75,tetap,3,6,2023
234,89,86,promosi,4,6,2024
234,67,61,tetap,1,5,2025
235,93,80,tetap,1,5,2021
235,71,62,tetap,2,5,2022
235,100,79,tetap,3,5,2023
235,83,99,tetap,4,5,2024
235,70,80,tetap,5,5,2025
236,86,90,promosi,1,5,2021
236,86,65,tetap,1,4,2022
236,94,90,promosi,2,4,2023
236,73,95,tetap,1,3,2024
236,81,89,tetap,2,3,2025
237,62,83,tetap,1,5,2021
237,80,68,tetap,2,5,2022
237,76,84,tetap,3,5,2023
237,99,60,tetap,4,5,2024
237,78,97,tetap,5,5,2025
238,67,77,tetap,1,7,2021
238,73,77,tetap,2,7,2022
238,81,65,tetap,3,7,2023
238,95,88,promosi,4,7,2024
238,60,84,tetap,1,6,2025
239,70,72,tetap,1,7,2021
239,60,69,tetap,2,7,2022
239,94,88,promosi,3,7,2023
239,65,75,tetap,1,6,2024
239,88,81,tetap,2,6,2025
240,73,66,tetap,1,5,2021
240,71,80,tetap,2,5,2022
240,86,60,tetap,3,5,2023
240,66,67,tetap,4,5,2024
240,62,71,tetap,5,5,2025
241,84,80,tetap,1,6,2021
241,94,70,tetap,2,6,2022
241,97,70,tetap,3,6,2023
241,98,84,tetap,4,6,2024
241,65,73,tetap,5,6,2025
242,76,74,tetap,1,6,2021
242,98,91,promosi,2,6,2022
242,80,93,tetap,1,5,2023
242,71,100,tetap,2,5,2024
242,93,79,tetap,3,5,2025
243,97,70,tetap,1,7,2021
243,97,94,promosi,2,7,2022
243,86,93,promosi,3,6,2023
243,99,62,tetap,1,5,2024
243,96,81,tetap,2,5,2025
244,74,89,tetap,1,5,2021
244,92,97,promosi,2,5,2022
244,72,82,tetap,1,4,2023
244,82,96,tetap,2,4,2024
244,76,76,tetap,3,4,2025
245,73,91,tetap,1,5,2021
245,88,81,tetap,2,5,2022
245,76,99,tetap,3,5,2023
245,79,85,tetap,4,5,2024
245,96,86,promosi,5,5,2025
246,94,100,promosi,1,7,2021
246,73,82,tetap,1,6,2022
246,97,88,promosi,2,6,2023
246,63,78,tetap,1,5,2024
246,76,78,tetap,2,5,2025
247,75,86,tetap,1,6,2021
247,91,99,promosi,2,6,2022
247,87,70,tetap,1,5,2023
247,91,71,tetap,2,5,2024
247,84,90,tetap,3,5,2025
248,63,66,tetap,1,7,2021
248,71,91,tetap,2,7,2022
248,86,81,tetap,3,7,2023
248,62,85,tetap,4,7,2024
248,63,84,tetap,5,7,2025
249,100,79,tetap,1,5,2021
249,63,68,tetap,2,5,2022
249,73,78,tetap,3,5,2023
249,69,64,tetap,4,5,2024
249,88,96,promosi,5,5,2025
250,73,87,tetap,1,7,2021
250,86,80,tetap,2,7,2022
250,81,73,tetap,3,7,2023
250,69,65,tetap,4,7,2024
250,92,82,tetap,5,7,2025
251,99,82,tetap,1,6,2021
251,99,71,tetap,2,6,2022
251,83,63,tetap,3,6,2023
251,73,82,tetap,4,6,2024
251,69,98,tetap,5,6,2025
252,64,94,tetap,1,7,2021
252,71,99,tetap,2,7,2022
252,98,93,promosi,3,7,2023
252,63,80,tetap,1,6,2024
252,85,98,promosi,2,6,2025
253,97,88,promosi,1,6,2021
253,78,91,tetap,1,5,2022
253,69,99,tetap,2,5,2023
253,84,76,tetap,3,5,2024
253,69,86,tetap,4,5,2025
254,98,71,tetap,1,7,2021
254,100,80,tetap,2,7,2022
254,75,94,tetap,3,7,2023
254,85,85,promosi,4,7,2024
254,90,97,promosi,5,6,2025
255,82,96,tetap,1,5,2021
255,69,89,tetap,2,5,2022
255,72,70,tetap,3,5,2023
255,99,64,tetap,4,5,2024
255,74,71,tetap,5,5,2025
256,79,96,tetap,1,7,2021
256,71,69,tetap,2,7,2022
256,89,81,tetap,3,7,2023
256,94,70,tetap,4,7,2024
256,73,76,tetap,5,7,2025
257,98,90,promosi,1,6,2021
257,88,61,tetap,1,5,2022
257,81,62,tetap,2,5,2023
257,78,66,tetap,3,5,2024
257,66,94,tetap,4,5,2025
258,83,87,tetap,1,5,2021
258,76,92,tetap,2,5,2022
258,67,71,tetap,3,5,2023
258,93,94,promosi,4,5,2024
258,75,66,tetap,1,4,2025
259,88,80,tetap,1,5,2021
259,62,79,tetap,2,5,2022
259,79,97,tetap,3,5,2023
259,62,78,tetap,4,5,2024
259,91,91,promosi,5,5,2025
260,83,77,tetap,1,6,2021
260,81,74,tetap,2,6,2022
260,66,68,tetap,3,6,2023
260,89,84,tetap,4,6,2024
260,66,86,tetap,5,6,2025
261,97,97,promosi,1,6,2021
261,65,79,tetap,1,5,2022
261,82,71,tetap,2,5,2023
261,93,85,promosi,3,5,2024
261,72,62,tetap,1,4,2025
262,94,96,promosi,1,7,2021
262,61,60,mutasi,2,6,2022
262,66,97,tetap,1,7,2023
262,73,64,tetap,2,7,2024
262,100,66,tetap,3,7,2025
263,98,85,promosi,1,5,2021
263,97,65,tetap,1,4,2022
263,96,90,promosi,2,4,2023
263,78,94,tetap,1,3,2024
263,93,67,tetap,2,3,2025
264,74,91,tetap,1,6,2021
264,94,64,tetap,2,6,2022
264,91,99,promosi,3,6,2023
264,65,79,tetap,1,5,2024
264,69,63,tetap,2,5,2025
265,83,87,tetap,1,7,2021
265,66,62,tetap,2,7,2022
265,91,92,promosi,3,7,2023
265,83,79,tetap,1,6,2024
265,95,60,tetap,2,6,2025
266,93,62,tetap,1,7,2021
266,66,61,tetap,2,7,2022
266,84,79,tetap,3,7,2023
266,80,75,tetap,4,7,2024
266,79,78,tetap,5,7,2025
267,60,91,tetap,1,7,2021
267,82,69,tetap,2,7,2022
267,90,97,promosi,3,7,2023
267,69,80,tetap,1,6,2024
267,91,72,tetap,2,6,2025
268,95,86,promosi,1,5,2021
268,71,64,tetap,1,4,2022
268,66,66,tetap,2,4,2023
268,98,92,promosi,3,4,2024
268,84,67,tetap,1,3,2025
269,92,70,tetap,1,7,2021
269,97,85,promosi,2,7,2022
269,87,86,promosi,3,6,2023
269,87,69,tetap,1,5,2024
269,84,86,tetap,2,5,2025
270,90,77,tetap,1,6,2021
270,71,67,tetap,2,6,2022
270,79,71,tetap,3,6,2023
270,99,61,tetap,4,6,2024
270,79,63,tetap,5,6,2025
271,70,83,tetap,1,7,2021
271,89,89,promosi,2,7,2022
271,73,61,tetap,1,6,2023
271,97,65,tetap,2,6,2024
271,81,84,tetap,3,6,2025
272,79,63,tetap,1,5,2021
272,68,88,tetap,2,5,2022
272,95,96,promosi,3,5,2023
272,90,81,tetap,1,4,2024
272,81,100,tetap,2,4,2025
273,68,68,tetap,1,6,2021
273,94,71,tetap,2,6,2022
273,98,98,promosi,3,6,2023
273,67,87,tetap,1,5,2024
273,79,97,tetap,2,5,2025
274,98,64,tetap,1,7,2021
274,91,100,promosi,2,7,2022
274,63,84,tetap,1,6,2023
274,71,89,tetap,2,6,2024
274,65,62,mutasi,3,6,2025
275,88,67,tetap,1,5,2021
275,100,81,tetap,2,5,2022
275,75,74,tetap,3,5,2023
275,84,84,tetap,4,5,2024
275,82,95,tetap,5,5,2025
276,91,94,promosi,1,7,2021
276,88,75,tetap,1,6,2022
276,80,97,tetap,2,6,2023
276,67,71,tetap,3,6,2024
276,88,96,promosi,4,6,2025
277,64,83,tetap,1,5,2021
277,83,67,tetap,2,5,2022
277,73,70,tetap,3,5,2023
277,84,94,tetap,4,5,2024
277,87,91,promosi,5,5,2025
278,90,72,tetap,1,7,2021
278,76,97,tetap,2,7,2022
278,96,95,promosi,3,7,2023
278,75,69,tetap,1,6,2024
278,100,95,promosi,2,6,2025
279,95,92,promosi,1,5,2021
279,69,100,tetap,1,4,2022
279,77,86,tetap,2,4,2023
279,80,86,tetap,3,4,2024
279,65,78,tetap,4,4,2025
280,91,69,tetap,1,6,2021
280,72,73,tetap,2,6,2022
280,96,99,promosi,3,6,2023
280,72,93,tetap,1,5,2024
280,87,93,promosi,2,5,2025
281,83,80,tetap,1,6,2021
281,74,77,tetap,2,6,2022
281,75,98,tetap,3,6,2023
281,77,76,tetap,4,6,2024
281,73,85,tetap,5,6,2025
282,94,64,tetap,1,5,2021
282,99,60,tetap,2,5,2022
282,98,92,promosi,3,5,2023
282,68,78,tetap,1,4,2024
282,63,89,tetap,2,4,2025
283,91,73,tetap,1,7,2021
283,93,69,tetap,2,7,2022
283,67,80,tetap,3,7,2023
283,67,83,tetap,4,7,2024
283,70,78,tetap,5,7,2025
284,80,69,tetap,1,5,2021
284,62,97,tetap,2,5,2022
284,87,92,promosi,3,5,2023
284,93,67,tetap,1,4,2024
284,81,88,tetap,2,4,2025
285,77,62,tetap,1,6,2021
285,86,88,promosi,2,6,2022
285,100,70,tetap,1,5,2023
285,81,85,tetap,2,5,2024
285,93,61,tetap,3,5,2025
286,69,69,tetap,1,5,2021
286,86,90,promosi,2,5,2022
286,73,60,tetap,1,4,2023
286,76,74,tetap,2,4,2024
286,75,68,tetap,3,4,2025
287,69,78,tetap,1,6,2021
287,83,63,tetap,2,6,2022
287,88,68,tetap,3,6,2023
287,78,81,tetap,4,6,2024
287,78,61,tetap,5,6,2025
288,64,65,mutasi,1,7,2021
288,75,99,tetap,1,7,2022
288,88,90,promosi,2,7,2023
288,63,100,tetap,1,6,2024
288,99,95,promosi,2,6,2025
289,64,82,tetap,1,6,2021
289,84,95,tetap,2,6,2022
289,60,88,tetap,3,6,2023
289,66,86,tetap,4,6,2024
289,67,98,tetap,5,6,2025
290,93,87,promosi,1,5,2021
290,78,77,tetap,1,4,2022
290,63,74,tetap,2,4,2023
290,89,64,tetap,3,4,2024
290,100,72,tetap,4,4,2025
291,87,78,tetap,1,6,2021
291,78,100,tetap,2,6,2022
291,85,68,tetap,3,6,2023
291,82,80,tetap,4,6,2024
291,63,78,tetap,5,6,2025
292,74,87,tetap,1,7,2021
292,93,92,promosi,2,7,2022
292,72,71,tetap,1,6,2023
292,72,97,tetap,2,6,2024
292,60,82,tetap,3,6,2025
293,78,66,tetap,1,7,2021
293,60,65,mutasi,2,7,2022
293,70,90,tetap,1,7,2023
293,100,94,promosi,2,7,2024
293,98,72,tetap,1,6,2025
294,72,94,tetap,1,7,2021
294,60,74,tetap,2,7,2022
294,73,70,tetap,3,7,2023
294,91,73,tetap,4,7,2024
294,81,88,tetap,5,7,2025
295,74,64,tetap,1,6,2021
295,92,69,tetap,2,6,2022
295,99,87,promosi,3,6,2023
295,62,100,tetap,1,5,2024
295,80,65,tetap,2,5,2025
296,100,97,promosi,1,6,2021
296,61,94,tetap,1,5,2022
296,60,74,tetap,2,5,2023
296,85,81,tetap,3,5,2024
296,92,87,promosi,4,5,2025
297,94,96,promosi,1,6,2021
297,88,94,promosi,2,5,2022
297,68,86,tetap,1,4,2023
297,71,98,tetap,2,4,2024
297,82,91,tetap,3,4,2025
298,79,89,tetap,1,6,2021
298,90,70,tetap,2,6,2022
298,67,96,tetap,3,6,2023
298,76,100,tetap,4,6,2024
298,62,70,tetap,5,6,2025
299,65,90,tetap,1,7,2021
299,75,80,tetap,2,7,2022
299,100,100,promosi,3,7,2023
299,88,77,tetap,1,6,2024
299,66,99,tetap,2,6,2025
300,78,65,tetap,1,5,2021
300,73,98,tetap,2,5,2022
300,92,83,tetap,3,5,2023
300,75,84,tetap,4,5,2024
300,91,67,tetap,5,5,2025
301,88,99,promosi,1,5,2021
301,98,89,promosi,2,4,2022
301,98,71,tetap,1,3,2023
301,90,78,tetap,2,3,2024
301,83,68,tetap,3,3,2025
302,94,90,promosi,1,5,2021
302,79,99,tetap,1,4,2022
302,63,90,tetap,2,4,2023
302,67,85,tetap,3,4,2024
302,89,99,promosi,4,4,2025
303,89,79,tetap,1,7,2021
303,85,76,tetap,2,7,2022
303,60,94,tetap,3,7,2023
303,68,61,tetap,4,7,2024
303,78,68,tetap,5,7,2025
304,62,84,tetap,1,7,2021
304,74,61,tetap,2,7,2022
304,93,97,promosi,3,7,2023
304,98,66,tetap,1,6,2024
304,98,71,tetap,2,6,2025
305,94,63,tetap,1,5,2021
305,79,72,tetap,2,5,2022
305,65,66,tetap,3,5,2023
305,63,79,tetap,4,5,2024
305,92,69,tetap,5,5,2025
306,96,63,tetap,1,7,2021
306,95,95,promosi,2,7,2022
306,93,94,promosi,3,6,2023
306,70,80,tetap,1,5,2024
306,66,70,tetap,2,5,2025
307,84,81,tetap,1,7,2021
307,72,98,tetap,2,7,2022
307,74,90,tetap,3,7,2023
307,94,80,tetap,4,7,2024
307,70,63,tetap,5,7,2025
308,79,82,tetap,1,7,2021
308,80,97,tetap,2,7,2022
308,100,79,tetap,3,7,2023
308,64,92,tetap,4,7,2024
308,80,70,tetap,5,7,2025
309,78,61,tetap,1,6,2021
309,71,98,tetap,2,6,2022
309,80,69,tetap,3,6,2023
309,83,61,tetap,4,6,2024
309,82,79,tetap,5,6,2025
310,94,76,tetap,1,6,2021
310,96,83,tetap,2,6,2022
310,87,60,tetap,3,6,2023
310,69,67,tetap,4,6,2024
310,96,67,tetap,5,6,2025
311,77,95,tetap,1,7,2021
311,60,81,tetap,2,7,2022
311,83,83,tetap,3,7,2023
311,94,74,tetap,4,7,2024
311,83,91,tetap,5,7,2025
312,99,94,promosi,1,5,2021
312,84,76,tetap,1,4,2022
312,90,89,promosi,2,4,2023
312,75,90,tetap,1,3,2024
312,92,73,tetap,2,3,2025
313,90,63,tetap,1,5,2021
313,78,95,tetap,2,5,2022
313,100,82,tetap,3,5,2023
313,81,60,tetap,4,5,2024
313,91,71,tetap,5,5,2025
314,61,72,tetap,1,6,2021
314,72,84,tetap,2,6,2022
314,83,70,tetap,3,6,2023
314,71,93,tetap,4,6,2024
314,99,71,tetap,5,6,2025
315,73,93,tetap,1,7,2021
315,84,90,tetap,2,7,2022
315,61,67,tetap,3,7,2023
315,84,76,tetap,4,7,2024
315,75,75,tetap,5,7,2025
316,74,64,tetap,1,6,2021
316,60,63,mutasi,2,6,2022
316,76,83,tetap,1,7,2023
316,61,64,mutasi,2,7,2024
316,72,75,tetap,1,7,2025
317,84,68,tetap,1,6,2021
317,83,69,tetap,2,6,2022
317,98,99,promosi,3,6,2023
317,68,99,tetap,1,5,2024
317,79,91,tetap,2,5,2025
318,97,99,promosi,1,6,2021
318,72,60,tetap,1,5,2022
318,72,82,tetap,2,5,2023
318,84,93,tetap,3,5,2024
318,88,76,tetap,4,5,2025
319,89,97,promosi,1,6,2021
319,69,74,tetap,1,5,2022
319,84,86,tetap,2,5,2023
319,67,99,tetap,3,5,2024
319,64,76,tetap,4,5,2025
320,78,60,tetap,1,5,2021
320,85,62,tetap,2,5,2022
320,96,63,tetap,3,5,2023
320,81,83,tetap,4,5,2024
320,92,74,tetap,5,5,2025
321,81,96,tetap,1,5,2021
321,66,60,tetap,2,5,2022
321,62,94,tetap,3,5,2023
321,70,81,tetap,4,5,2024
321,85,93,promosi,5,5,2025
322,61,76,tetap,1,7,2021
322,66,88,tetap,2,7,2022
322,87,78,tetap,3,7,2023
322,67,93,tetap,4,7,2024
322,73,94,tetap,5,7,2025
323,76,97,tetap,1,7,2021
323,85,81,tetap,2,7,2022
323,71,78,tetap,3,7,2023
323,60,79,tetap,4,7,2024
323,86,63,tetap,5,7,2025
324,66,69,tetap,1,7,2021
324,86,79,tetap,2,7,2022
324,86,98,promosi,3,7,2023
324,71,97,tetap,1,6,2024
324,93,79,tetap,2,6,2025
325,77,94,tetap,1,5,2021
325,73,76,tetap,2,5,2022
325,63,95,tetap,3,5,2023
325,63,91,tetap,4,5,2024
325,83,60,tetap,5,5,2025
326,76,62,tetap,1,6,2021
326,63,74,tetap,2,6,2022
326,64,84,tetap,3,6,2023
326,75,67,tetap,4,6,2024
326,100,63,tetap,5,6,2025
327,63,95,tetap,1,7,2021
327,60,81,tetap,2,7,2022
327,75,86,tetap,3,7,2023
327,73,90,tetap,4,7,2024
327,72,60,tetap,5,7,2025
328,75,67,tetap,1,6,2021
328,69,95,tetap,2,6,2022
328,86,81,tetap,3,6,2023
328,72,88,tetap,4,6,2024
328,95,89,promosi,5,6,2025
329,73,91,tetap,1,7,2021
329,89,77,tetap,2,7,2022
329,74,98,tetap,3,7,2023
329,100,99,promosi,4,7,2024
329,63,72,tetap,1,6,2025
330,81,87,tetap,1,7,2021
330,67,85,tetap,2,7,2022
330,80,88,tetap,3,7,2023
330,99,75,tetap,4,7,2024
330,83,94,tetap,5,7,2025
331,65,96,tetap,1,7,2021
331,89,79,tetap,2,7,2022
331,76,69,tetap,3,7,2023
331,68,95,tetap,4,7,2024
331,90,81,tetap,5,7,2025
332,66,89,tetap,1,5,2021
332,62,69,tetap,2,5,2022
332,76,92,tetap,3,5,2023
332,94,61,tetap,4,5,2024
332,76,68,tetap,5,5,2025
333,70,62,tetap,1,7,2021
333,94,66,tetap,2,7,2022
333,74,92,tetap,3,7,2023
333,85,77,tetap,4,7,2024
333,73,78,tetap,5,7,2025
334,71,97,tetap,1,6,2021
334,98,77,tetap,2,6,2022
334,81,85,tetap,3,6,2023
334,60,88,tetap,4,6,2024
334,63,81,tetap,5,6,2025
335,99,99,promosi,1,7,2021
335,87,95,promosi,2,6,2022
335,95,100,promosi,3,5,2023
335,90,97,promosi,4,4,2024
335,86,86,promosi,5,3,2025
336,68,97,tetap,1,7,2021
336,95,69,tetap,2,7,2022
336,84,71,tetap,3,7,2023
336,86,70,tetap,4,7,2024
336,86,66,tetap,5,7,2025
337,67,84,tetap,1,7,2021
337,70,86,tetap,2,7,2022
337,66,92,tetap,3,7,2023
337,92,68,tetap,4,7,2024
337,99,87,promosi,5,7,2025
338,95,76,tetap,1,5,2021
338,89,86,promosi,2,5,2022
338,85,72,tetap,1,4,2023
338,81,68,tetap,2,4,2024
338,75,72,tetap,3,4,2025
